person,liangding/Real/20090101-15-52-00-034.ir,liangding/Real/20090101-15-51-26-690.ir,liangding/Real/20090101-15-51-54-069.ir,liangding/Real/20090101-15-54-15-448.ir,liangding/Real/20090101-15-54-04-305.ir,liangding/Real/20090101-15-51-16-874.ir,liangding/Real/20090101-15-52-54-680.ir,liangding/Real/20090101-15-52-50-844.ir,liangding/Real/20090101-15-51-57-904.ir,liangding/Real/20090101-15-54-01-672.ir,liangding/Real/20090101-15-51-50-231.ir,liangding/Real/20090101-15-51-37-155.ir,liangding/Real/20090101-15-51-07-631.ir,liangding/Real/20090101-15-54-06-883.ir,liangding/Real/20090101-15-52-56-372.ir,liangding/Real/20090101-15-53-18-105.ir,liangding/Real/20090101-15-52-47-008.ir,liangding/Real/20090101-15-53-08-879.ir,liangding/Real/20090101-15-51-29-957.ir,liangding/Real/20090101-15-51-05-665.ir,liangding/Real/20090101-15-51-18-723.ir,liangding/Real/20090101-15-51-52-102.ir,liangding/Real/20090101-15-53-11-539.ir,liangding/Real/20090101-15-54-08-995.ir,liangding/Real/20090101-15-51-11-471.ir,liangding/Real/20090101-15-54-11-191.ir,liangding/Real/20090101-15-52-48-900.ir,liangding/Real/20090101-15-51-56-030.ir,liangding/Real/20090101-15-52-52-936.ir,liangding/Real/20090101-15-53-01-881.ir,liangding/Real/20090101-15-51-13-257.ir,liangding/Real/20090101-15-52-01-910.ir,liangding/Real/20090101-15-53-03-403.ir,liangding/Real/20090101-15-53-13-491.ir,liangding/Real/20090101-15-51-23-344.ir,liangding/Real/20090101-15-53-15-505.ir,liangding/Real/20090101-15-51-28-303.ir,liangding/Real/20090101-15-51-31-538.ir,liangding/Real/20090101-15-51-20-725.ir,liangding/Real/20090101-15-53-05-602.ir,liangding/Real/20090101-15-54-13-353.ir,liangding/Real/20090101-15-52-44-010.ir
liangding,0.9428368,0.9845382,0.952202,0.97548145,0.97169816,0.9786201,0.96368694,0.9105581,0.93703616,0.9748419,0.9530817,0.99207664,0.98212683,0.97116,0.9601128,0.97294647,0.9521597,0.9628917,0.9580731,0.98134285,0.9778847,0.9554963,0.9539623,0.97704154,0.9718194,0.9699717,0.9478907,0.9562114,0.9335227,0.9777154,0.9637425,0.96143913,0.9659508,0.9697108,0.98110104,0.9752445,0.9844619,0.9519904,0.9818348,0.9580844,0.9662787,0.9535689
