0.123603 9.835913 9.470212 9.889045,/home/andrew/code/data/common/Eyestate/ocular_base/close/1.jpg
0.179463 9.816979 2.074970 9.901421,/home/andrew/code/data/common/Eyestate/ocular_base/close/10.jpg
0.673736 9.925372 0.001438 9.968187,/home/andrew/code/data/common/Eyestate/ocular_base/close/11.jpg
0.593570 9.905622 0.001385 9.986063,/home/andrew/code/data/common/Eyestate/ocular_base/close/12.jpg
0.222101 9.974337 0.005272 9.985535,/home/andrew/code/data/common/Eyestate/ocular_base/close/13.jpg
1.105360 9.978926 0.007232 9.986403,/home/andrew/code/data/common/Eyestate/ocular_base/close/14.jpg
5.622934 9.955227 5.909572 9.969641,/home/andrew/code/data/common/Eyestate/ocular_base/close/15.jpg
0.010507 9.965939 0.005150 9.990325,/home/andrew/code/data/common/Eyestate/ocular_base/close/16.jpg
0.043546 9.986520 0.014031 9.982257,/home/andrew/code/data/common/Eyestate/ocular_base/close/17.jpg
6.176013 9.848222 4.293341 9.929223,/home/andrew/code/data/common/Eyestate/ocular_base/close/18.jpg
0.923706 9.936108 0.054092 9.927422,/home/andrew/code/data/common/Eyestate/ocular_base/close/19.jpg
9.973963 9.973488 5.326179 9.621804,/home/andrew/code/data/common/Eyestate/ocular_base/close/2.jpg
9.400357 9.962164 0.032396 9.927464,/home/andrew/code/data/common/Eyestate/ocular_base/close/20.jpg
0.145626 9.942513 9.410071 9.818250,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.36.25_6.341892_0.04269598.jpg
6.091714 9.772610 9.734602 9.865537,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.36.27_-1.0_-1.0.jpg
0.055745 9.923861 0.101238 9.798722,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.36.51_0.0792919_8.8140724E-4.jpg
0.005584 9.812284 9.916747 9.988248,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.48.02_0.010352516_-1.0.jpg
0.003414 9.965343 0.016955 9.993423,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.49.02_9.268281E-5_-1.0.jpg
0.291647 9.991755 0.000686 9.989405,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-10.57.26_0.0018248054_0.10770415.jpg
0.000449 9.990241 0.539162 9.972792,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.02.00_0.5156238_0.6145968.jpg
0.003550 9.986254 0.053348 9.985637,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.02.29_0.0023510489_0.18842177.jpg
0.035518 9.975921 0.001468 9.992272,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.02.29_2.3369625E-4_1.6189237.jpg
0.003427 9.990778 0.000477 9.981500,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.06.13_0.0015232338_0.009790041.jpg
0.073987 9.975587 0.929584 9.984041,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.08.58_1.7555087_8.9016894E-4.jpg
0.102702 9.970362 1.636240 9.982123,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.08.59_4.2912908_9.2840346E-4.jpg
0.050707 9.965734 0.047289 9.971091,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.19.17_-1.0_0.0029590577.jpg
0.000783 9.979336 0.124195 9.975214,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.19.53_0.5702121_0.0028125267.jpg
0.020090 9.959373 0.045179 9.954515,/home/andrew/code/data/common/Eyestate/ocular_base/close/2017.12.19-11.21.54_0.039238486_8.420414E-5.jpg
